epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.6969000426538151,0.49923312883435583,0.33395932897243624,0.7777777777777778,0.001
2,0.6957584860866055,0.4915644171779141,0.36306777265336776,0.2222222222222222,0.0015
